Galaxy 	 logz		logzerr
CamB 	 -21.548 	 0.157 
D512-2 	 -13.489 	 0.088 
D564-8 	 -15.340 	 0.101 
D631-7 	 -39.341 	 0.174 
DDO064 	 -42.094 	 0.133 
DDO154 	 -23.311 	 0.224 
IC4202 	 -130.743 	 0.274 
CamB 	 -21.464 	 0.155 
D512-2 	 -13.518 	 0.088 
D564-8 	 -15.265 	 0.100 
D631-7 	 -39.435 	 0.176 
DDO064 	 -42.364 	 0.096 
DDO154 	 -23.612 	 0.226 
DDO161 	 -65.790 	 0.197 
DDO168 	 -34.824 	 0.173 
DDO170 	 -21.764 	 0.187 
ESO079-G014 	 -54.610 	 0.203 
